UserID,Name,Surname,Gender,Race,Province,Social Media Handle,Channel2,RecordDate2,Duration 2
851334,Eli,Sytsma,male,white,Free State,@Eli 29,Cartoon Network,28/03/2016 08:47,2026-04-10T00:03:11.000Z
851376,Charlie,Hier,male,white,Eastern Cape,@Charlie 36,ICC Cricket World Cup 2011,09/03/2016 10:45,2026-04-10T00:01:54.000Z
851410,Malika,Sieren,female,indian_asian,Kwazulu Natal,@Malika 13,Cartoon Network,06/03/2016 14:50,2026-04-10T00:00:34.000Z
851478,Carter,Mccollum,male,indian_asian,Limpopo,@Carter 3,Supersport Live Events,03/03/2016 13:42,2026-04-10T00:00:08.000Z
851705,Valentine,Paradis,male,black,Eastern Cape,@Valentine 47,E! Entertainment,07/03/2016 12:20,2026-04-10T00:03:06.000Z
851706,Wilton,Sieren,male,indian_asian,Limpopo,@Wilton 41,Supersport Live Events,03/03/2016 16:28,2026-04-10T00:32:38.000Z
851871,Dion,Crotty,male,black,Free State,@Dion 33,Channel O,17/03/2016 10:41,2026-04-10T00:00:30.000Z
851942,Royal,Gettys,male,black,Gauteng,@Royal 17,Channel O,04/03/2016 4:27,2026-04-10T00:46:27.000Z
852000,Jacinto,Wigfall,male,white,Gauteng,@Jacinto 25,Boomerang,03/03/2016 15:19,2026-04-10T00:00:24.000Z
852161,Yong,Mina,male,indian_asian,Gauteng,@Yong 48,Supersport Live Events,05/03/2016 11:10,2026-04-10T00:00:10.000Z
852179,Haywood,Slane,male,black,Gauteng,@Haywood 9,Trace TV,07/03/2016 15:08,2026-04-10T00:00:54.000Z
852384,Charlie,Luthy,male,white,Gauteng,@Charlie 36,Supersport Live Events,27/03/2016 09:39,2026-04-10T00:09:52.000Z
852419,Irmgard,Bilyeu,female,None,Kwazulu Natal,@Irmgard 1,SawSee,26/01/2016 17:51,2026-04-10T00:00:11.000Z
852420,Cody,Lavoie,male,black,Kwazulu Natal,@Cody 12,Africa Magic,12/01/2016 9:07,2026-04-10T00:01:04.000Z
852495,Robby,Paradis,male,coloured,Western Cape,@Robby 16,Cartoon Network,03/01/2016 21:39,2026-04-10T00:29:38.000Z
852610,Loyd,Paradis,male,indian_asian,Kwazulu Natal,@Loyd 49,ICC Cricket World Cup 2011,07/03/2016 12:44,2026-04-10T00:02:12.000Z
852611,Raymundo,Crotty,male,white,Gauteng,@Raymundo 43,Cartoon Network,10/03/2016 13:43,2026-04-10T00:03:11.000Z
852644,Art,Hoadley,male,white,Gauteng,@Art 40,ICC Cricket World Cup 2011,25/03/2016 10:55,2026-04-10T00:01:02.000Z
852672,Stephen,Mcculloch,male,black,Mpumalanga,@Stephen 15,SuperSport Blitz,05/03/2016 10:53,2026-04-10T00:00:14.000Z
852681,Lane,Tatham,male,white,Free State,@Lane 11,Supersport Live Events,03/03/2016 10:21,2026-04-10T00:00:16.000Z
852815,Brendan,Wigfall,male,indian_asian,Gauteng,@Brendan 45,Trace TV,10/03/2016 10:57,2026-04-10T00:01:06.000Z
853573,Stacy,Marek,male,other,Gauteng,@Stacy 27,E! Entertainment,09/03/2016 16:24,2026-04-10T00:00:16.000Z
855864,Krysta,Mastrangelo,female,coloured,Kwazulu Natal,@Krysta 41,SawSee,27/03/2016 09:33,2026-04-10T00:00:38.000Z
856641,Wilton,Mina,male,coloured,Gauteng,@Wilton 41,SuperSport Blitz,10/03/2016 12:02,2026-04-10T00:01:36.000Z
858517,None,None,None,None,None,None,Channel O,25/03/2016 10:44,2026-04-10T00:01:00.000Z
858707,Jacinto,Jacox,male,white,Gauteng,@Jacinto 25,Supersport Live Events,19/03/2016 18:04,2026-04-10T00:37:40.000Z
858866,None,None,None,None,None,None,ICC Cricket World Cup 2011,15/03/2016 11:01,2026-04-10T00:03:14.000Z
858881,Kyle,Shkreli,male,black,Mpumalanga,@Kyle 6,Boomerang,12/03/2016 6:57,2026-04-10T00:00:08.000Z
858939,None,None,None,None,None,None,ICC Cricket World Cup 2011,20/03/2016 11:59,2026-04-10T00:12:30.000Z
859157,Abel,Tatham,male,indian_asian,Mpumalanga,@Abel 18,Boomerang,23/03/2016 21:57,2026-04-10T00:00:21.000Z
859174,Efren,Crotty,male,white,Northern Cape,@Efren 13,SuperSport Blitz,16/03/2016 06:54,2026-04-10T00:03:54.000Z
859212,Raymundo,Bilyeu,male,white,Eastern Cape,@Raymundo 43,Supersport Live Events,11/03/2016 9:40,2026-04-10T00:13:32.000Z
859311,Royal,Restivo,male,indian_asian,Kwazulu Natal,@Royal 17,Channel O,10/03/2016 19:04,2026-04-10T00:23:36.000Z
859379,Chas,Tancredi,male,coloured,Gauteng,@Chas 35,Supersport Live Events,11/03/2016 7:38,2026-04-10T00:47:42.000Z
859389,Chas,Pascarella,male,white,Mpumalanga,@Chas 35,Supersport Live Events,26/03/2016 16:15,2026-04-10T00:03:26.000Z
859416,Brendan,Mosser,male,coloured,Western Cape,@Brendan 45,Cartoon Network,10/03/2016 15:55,2026-04-10T00:02:54.000Z
859431,Hyman,Langenfeld,male,black,Western Cape,@Hyman 8,SawSee,07/01/2016 12:55,2026-04-10T00:00:28.000Z
859438,Abel,Caves,male,coloured,Western Cape,@Abel 18,Channel O,11/03/2016 2:21,2026-04-10T00:00:39.000Z
859460,Michel,Mccown,male,white,Western Cape,@Michel 20,Supersport Live Events,05/03/2016 17:30,2026-04-10T00:06:06.000Z
859548,Zetta,Gettys,female,None,Western Cape,@Zetta 41,SuperSport Blitz,12/03/2016 18:27,2026-04-10T00:00:18.000Z
859641,Randy,Restivo,male,indian_asian,Kwazulu Natal,@Randy 39,Cartoon Network,10/03/2016 19:09,2026-04-10T00:01:12.000Z
859790,Hyman,Gettys,male,white,Western Cape,@Hyman 8,Supersport Live Events,04/03/2016 20:06,2026-04-10T00:00:12.000Z
859872,Abel,Mosser,male,indian_asian,Gauteng,@Abel 18,ICC Cricket World Cup 2011,05/03/2016 11:34,2026-04-10T00:22:56.000Z
859941,Cody,Reisinger,male,black,Gauteng,@Cody 12,E! Entertainment,02/01/2016 9:04,2026-04-10T00:00:46.000Z
859951,Carter,Reisinger,male,black,Gauteng,@Carter 3,Channel O,12/03/2016 7:05,2026-04-10T00:01:12.000Z
860018,Jared,Deblois,male,indian_asian,Eastern Cape,@Jared 50,ICC Cricket World Cup 2011,26/03/2016 10:14,2026-04-10T02:00:28.000Z
860020,Emerson,Holt,male,black,Gauteng,@Emerson 24,Supersport Live Events,06/03/2016 15:15,2026-04-10T00:00:24.000Z
860028,Loyd,Arrieta,male,white,Eastern Cape,@Loyd 49,Supersport Live Events,05/03/2016 6:22,2026-04-10T00:02:08.000Z
860029,Samuel,Biggers,male,indian_asian,Gauteng,@Samuel 26,ICC Cricket World Cup 2011,20/03/2016 14:02,2026-04-10T01:24:24.000Z
860044,Art,Martello,male,indian_asian,Limpopo,@Art 40,ICC Cricket World Cup 2011,12/03/2016 11:36,2026-04-10T00:56:48.000Z
860058,Charlie,Vital,male,indian_asian,Mpumalanga,@Charlie 36,Cartoon Network,03/03/2016 9:30,2026-04-10T00:00:34.000Z
860111,Jared,Woolard,male,indian_asian,Mpumalanga,@Jared 50,ICC Cricket World Cup 2011,08/03/2016 12:36,2026-04-10T02:13:08.000Z
860115,Chas,Pilot,male,black,Gauteng,@Chas 35,CNN,05/01/2016 6:34,2026-04-10T00:00:07.000Z
860128,Jacinto,Tancredi,male,indian_asian,Northern Cape,@Jacinto 25,ICC Cricket World Cup 2011,30/03/2016 14:32,2026-04-10T01:53:58.000Z
860147,Brendan,Lavoie,male,coloured,Western Cape,@Brendan 45,Supersport Live Events,26/03/2016 15:14,2026-04-10T00:03:24.000Z
860188,Hollis,Leicht,male,coloured,Western Cape,@Hollis 38,Cartoon Network,07/03/2016 21:01,2026-04-10T00:12:07.000Z
860206,Claud,Mastrangelo,male,coloured,Northern Cape,@Claud 34,M-Net,06/03/2016 14:13,2026-04-10T00:01:19.000Z
860213,Eli,Mccown,male,coloured,Eastern Cape,@Eli 29,Cartoon Network,07/03/2016 12:24,2026-04-10T00:04:59.000Z
860230,Valentine,Sieren,male,white,Eastern Cape,@Valentine 47,Supersport Live Events,11/03/2016 10:36,2026-04-10T00:02:08.000Z
860451,Donald,Beville,male,None,Western Cape,@Donald 22,CNN,11/03/2016 7:21,2026-04-10T00:00:44.000Z
860469,Haywood,Reisinger,male,black,Gauteng,@Haywood 9,Trace TV,02/01/2016 10:31,2026-04-10T00:42:03.000Z
860506,Bernardo,Slane,male,coloured,Eastern Cape,@Bernardo 32,Trace TV,09/03/2016 20:27,2026-04-10T00:22:18.000Z
860572,Art,Gettys,male,white,Kwazulu Natal,@Art 40,Boomerang,07/03/2016 16:42,2026-04-10T00:00:27.000Z
860648,Lane,Langenfeld,male,coloured,Western Cape,@Lane 11,Boomerang,10/03/2016 12:03,2026-04-10T00:00:15.000Z
860670,Brendan,Langenfeld,male,black,Free State,@Brendan 45,Channel O,08/03/2016 3:20,2026-04-10T00:32:30.000Z
860672,Michel,Pool,male,white,North West,@Michel 20,Supersport Live Events,05/03/2016 11:35,2026-04-10T00:04:18.000Z
860784,Lane,Marek,male,white,Eastern Cape,@Lane 11,Supersport Live Events,18/02/2016 10:22,2026-04-10T00:06:54.000Z
860786,Abel,Curran,male,black,Eastern Cape,@Abel 18,Supersport Live Events,05/03/2016 19:31,2026-04-10T00:53:38.000Z
860800,Markus,Curran,male,white,Gauteng,@Markus 19,Trace TV,11/03/2016 6:14,2026-04-10T00:02:06.000Z
860858,Dee,Holt,male,black,Limpopo,@Dee 21,SuperSport Blitz,05/03/2016 17:24,2026-04-10T00:03:20.000Z
861119,Teresia,Beville,female,white,Gauteng,@Teresia 47,Channel O,07/01/2016 11:57,2026-04-10T00:02:42.000Z
861202,Stefan,Vital,male,white,Gauteng,@Stefan 46,Trace TV,13/01/2016 14:55,2026-04-10T00:00:30.000Z
861217,Bess,Jacox,female,None,Kwazulu Natal,@Bess 23,ICC Cricket World Cup 2011,26/03/2016 13:31,2026-04-10T04:36:12.000Z
861227,Royal,Martello,male,white,Western Cape,@Royal 17,Supersport Live Events,06/01/2016 10:41,2026-04-10T00:28:58.000Z
861235,Stacy,Deblois,male,coloured,Western Cape,@Stacy 27,Africa Magic,06/03/2016 13:50,2026-04-10T00:00:48.000Z
861249,Jared,Bilyeu,male,None,Western Cape,@Jared 50,Supersport Live Events,23/03/2016 13:53,2026-04-10T00:09:22.000Z
861276,Carter,Langenfeld,male,black,Eastern Cape,@Carter 3,ICC Cricket World Cup 2011,12/03/2016 15:54,2026-04-10T00:31:26.000Z
861287,Randy,Biggers,male,coloured,Western Cape,@Randy 39,ICC Cricket World Cup 2011,12/03/2016 11:52,2026-04-10T00:13:50.000Z
861336,Garry,Marek,male,white,Mpumalanga,@Garry 28,Supersport Live Events,05/03/2016 6:46,2026-04-10T00:01:26.000Z
861451,Hollis,Vital,male,None,Gauteng,@Hollis 38,ICC Cricket World Cup 2011,12/03/2016 11:13,2026-04-10T00:02:36.000Z
861539,Hyman,Condie,male,indian_asian,Gauteng,@Hyman 8,ICC Cricket World Cup 2011,30/03/2016 11:50,2026-04-10T00:11:38.000Z
861568,Wilton,Tancredi,male,white,Gauteng,@Wilton 41,ICC Cricket World Cup 2011,09/03/2016 10:01,2026-04-10T00:04:48.000Z
861585,Eli,Woolard,male,black,Gauteng,@Eli 29,SawSee,07/01/2016 6:23,2026-04-10T00:00:08.000Z
861590,Filiberto,Singer,male,white,Gauteng,@Filiberto 4,Supersport Live Events,19/03/2016 17:46,2026-04-10T00:21:12.000Z
861612,Stefan,Mcclaine,male,other,Gauteng,@Stefan 46,SuperSport Blitz,17/03/2016 10:49,2026-04-10T00:01:09.000Z
861637,Bernardo,Zweifel,male,black,Western Cape,@Bernardo 32,Supersport Live Events,18/01/2016 13:32,2026-04-10T00:00:44.000Z
865372,Mellie,Creager,female,coloured,Kwazulu Natal,@Mellie 39,Boomerang,27/03/2016 05:10,2026-04-10T00:07:27.000Z
865408,Cory,Shkreli,male,black,North West,@Cory 10,SuperSport Blitz,16/03/2016 17:59,2026-04-10T00:00:40.000Z
865413,Valentine,Tancredi,male,None,Mpumalanga,@Valentine 47,Supersport Live Events,19/03/2016 09:14,2026-04-10T00:03:20.000Z
865440,Hollis,Mcculloch,male,indian_asian,Gauteng,@Hollis 38,ICC Cricket World Cup 2011,14/03/2016 10:28,2026-04-10T00:06:10.000Z
865452,None,None,None,None,None,None,Supersport Live Events,23/03/2016 14:44,2026-04-10T00:02:30.000Z
865482,Raymundo,Styer,male,black,Gauteng,@Raymundo 43,E! Entertainment,24/03/2016 21:50,2026-04-10T00:00:00.000Z
865485,Bret,Jacox,male,black,Gauteng,@Bret 31,Boomerang,13/03/2016 14:59,2026-04-10T00:00:03.000Z
865604,Eli,Paradis,male,black,Eastern Cape,@Eli 29,Africa Magic,13/03/2016 18:20,2026-04-10T00:00:02.000Z
865745,Stacy,Gettys,male,indian_asian,Kwazulu Natal,@Stacy 27,Supersport Live Events,24/03/2016 12:33,2026-04-10T00:00:08.000Z
865768,Bernardo,Bilyeu,male,white,Gauteng,@Bernardo 32,ICC Cricket World Cup 2011,15/03/2016 13:45,2026-04-10T00:26:38.000Z
865774,Abel,Borelli,male,indian_asian,Gauteng,@Abel 18,ICC Cricket World Cup 2011,13/03/2016 11:22,2026-04-10T00:49:54.000Z
865955,Charlie,Paradis,male,white,Western Cape,@Charlie 36,Boomerang,13/03/2016 18:04,2026-04-10T00:06:13.000Z
865962,Cory,Mccollum,male,coloured,Eastern Cape,@Cory 10,Channel O,13/03/2016 18:39,2026-04-10T00:02:39.000Z
866122,Charlie,Mccollum,male,black,Mpumalanga,@Charlie 36,ICC Cricket World Cup 2011,15/03/2016 20:06,2026-04-10T00:03:20.000Z
866125,Emerson,Mccollum,male,indian_asian,Gauteng,@Emerson 24,ICC Cricket World Cup 2011,30/03/2016 17:01,2026-04-10T00:00:42.000Z
866131,Len,Gettys,male,black,Western Cape,@Len 44,Boomerang,07/03/2016 17:16,2026-04-10T00:00:03.000Z
866192,None,None,None,None,None,None,Vuzu,26/03/2016 20:57,2026-04-10T00:00:00.000Z
866195,Kyle,Fudge,male,white,Eastern Cape,@Kyle 6,MK,12/03/2016 0:19,2026-04-10T00:01:11.000Z
866197,Epifania,Crotty,female,coloured,Kwazulu Natal,@Epifania 23,Trace TV,11/03/2016 17:13,2026-04-10T02:59:03.000Z
866202,Carter,Bilyeu,male,indian_asian,Gauteng,@Carter 3,ICC Cricket World Cup 2011,16/03/2016 11:31,2026-04-10T00:02:12.000Z
866205,Charlie,Mcclaine,male,indian_asian,Gauteng,@Charlie 36,ICC Cricket World Cup 2011,12/03/2016 16:05,2026-04-10T00:42:08.000Z
866215,Shane,Mccown,male,black,Kwazulu Natal,@Shane 2,Trace TV,07/03/2016 16:00,2026-04-10T00:04:03.000Z
866231,Markus,Pascarella,male,coloured,Western Cape,@Markus 19,ICC Cricket World Cup 2011,15/03/2016 15:13,2026-04-10T00:00:44.000Z
866244,Efren,Sieren,male,black,Western Cape,@Efren 13,Supersport Live Events,24/03/2016 10:02,2026-04-10T00:03:00.000Z
866251,Filiberto,Mina,male,black,Gauteng,@Filiberto 4,Trace TV,03/03/2016 18:32,2026-04-10T00:28:42.000Z
866255,Cory,Mccown,male,white,North West,@Cory 10,ICC Cricket World Cup 2011,05/03/2016 12:04,2026-04-10T00:08:24.000Z
866270,Jared,Caves,male,indian_asian,Gauteng,@Jared 50,Cartoon Network,19/03/2016 09:27,2026-04-10T00:20:19.000Z
866295,Randy,Hoadley,male,None,Gauteng,@Randy 39,ICC Cricket World Cup 2011,15/03/2016 11:01,2026-04-10T00:46:48.000Z
866302,Charlie,Sieren,male,coloured,Western Cape,@Charlie 36,SuperSport Blitz,30/03/2016 09:58,2026-04-10T00:01:42.000Z
866310,Cody,Pascarella,male,black,Gauteng,@Cody 12,Supersport Live Events,18/03/2016 19:32,2026-04-10T00:01:28.000Z
866315,Loyd,Vital,male,black,Gauteng,@Loyd 49,Trace TV,19/03/2016 18:14,2026-04-10T00:00:33.000Z
866335,Art,Styer,male,black,Gauteng,@Art 40,SuperSport Blitz,20/03/2016 12:50,2026-04-10T00:01:30.000Z
866344,Carter,Arrieta,male,indian_asian,Western Cape,@Carter 3,ICC Cricket World Cup 2011,12/03/2016 14:42,2026-04-10T11:29:28.000Z
866345,Romeo,Beville,male,black,Kwazulu Natal,@Romeo 37,Boomerang,04/03/2016 5:31,2026-04-10T00:06:34.000Z
866372,Bernardo,Restivo,male,None,Western Cape,@Bernardo 32,Trace TV,12/03/2016 20:12,2026-04-10T00:10:42.000Z
866377,Valentine,Arrieta,male,black,Gauteng,@Valentine 47,ICC Cricket World Cup 2011,13/03/2016 11:43,2026-04-10T00:09:42.000Z
866380,Randy,Beville,male,black,Mpumalanga,@Randy 39,Africa Magic,13/03/2016 20:23,2026-04-10T00:07:46.000Z
866381,Sharri,Tatham,female,None,Mpumalanga,@Sharri 3,Cartoon Network,13/03/2016 13:42,2026-04-10T00:20:50.000Z
866389,Chas,Luthy,male,black,Gauteng,@Chas 35,Supersport Live Events,26/01/2016 18:57,2026-04-10T00:08:52.000Z
866393,Charlie,Woolard,male,black,Gauteng,@Charlie 36,Trace TV,10/03/2016 15:10,2026-04-10T00:02:39.000Z
866394,Donald,Beville,male,black,Gauteng,@Donald 22,SawSee,08/03/2016 18:07,2026-04-10T00:01:21.000Z
866405,Samuel,Tatham,male,white,Gauteng,@Samuel 26,ICC Cricket World Cup 2011,15/03/2016 12:34,2026-04-10T00:02:16.000Z
866417,Lesli,Martello,female,black,North West,@Lesli 30,Africa Magic,03/03/2016 7:47,2026-04-10T00:00:20.000Z
866427,Brendan,Woolard,male,black,Gauteng,@Brendan 45,E! Entertainment,07/03/2016 14:37,2026-04-10T00:01:20.000Z
866478,Hyman,Vital,male,white,Western Cape,@Hyman 8,Supersport Live Events,11/03/2016 16:58,2026-04-10T00:00:44.000Z
866512,Shane,Luthy,male,white,Gauteng,@Shane 2,Supersport Live Events,25/03/2016 08:24,2026-04-10T00:00:10.000Z
866524,Royal,Condie,male,black,Gauteng,@Royal 17,Cartoon Network,23/01/2016 05:50,2026-04-10T00:33:47.000Z
866527,Desirae,Luthy,female,None,Free State,@Desirae 21,Supersport Live Events,19/03/2016 16:31,2026-04-10T00:00:20.000Z
866540,Lucas,Beville,male,coloured,Western Cape,@Lucas 23,Channel O,08/03/2016 19:30,2026-04-10T00:00:12.000Z
866564,Cody,Styer,male,indian_asian,Gauteng,@Cody 12,ICC Cricket World Cup 2011,20/03/2016 11:15,2026-04-10T00:11:18.000Z
866577,Raymundo,Gettys,male,white,Gauteng,@Raymundo 43,ICC Cricket World Cup 2011,06/03/2016 12:01,2026-04-10T00:17:10.000Z
866582,Stefan,Mcculloch,male,black,Free State,@Stefan 46,ICC Cricket World Cup 2011,13/03/2016 06:09,2026-04-10T00:00:06.000Z
866592,Chas,Sytsma,male,indian_asian,Gauteng,@Chas 35,ICC Cricket World Cup 2011,12/03/2016 13:39,2026-04-10T00:57:46.000Z
866623,Markus,Pilot,male,other,Western Cape,@Markus 19,CNN,10/03/2016 22:15,2026-04-10T00:11:32.000Z
866624,Claud,Mastrangelo,male,white,Free State,@Claud 34,Trace TV,10/03/2016 20:46,2026-04-10T00:03:00.000Z
866626,Raymundo,Luthy,male,black,Free State,@Raymundo 43,Channel O,17/03/2016 18:31,2026-04-10T00:00:45.000Z
866643,Irving,Wigfall,male,black,Mpumalanga,@Irving 5,Channel O,17/03/2016 08:27,2026-04-10T00:02:30.000Z
866660,Garry,Pool,male,black,North West,@Garry 28,ICC Cricket World Cup 2011,13/03/2016 13:30,2026-04-10T00:01:04.000Z
866691,Stacy,Singer,male,coloured,Gauteng,@Stacy 27,Supersport Live Events,13/03/2016 18:42,2026-04-10T00:21:16.000Z
866711,Shane,Caves,male,indian_asian,Gauteng,@Shane 2,ICC Cricket World Cup 2011,30/03/2016 12:03,2026-04-10T00:39:52.000Z
866733,Len,Caves,male,black,Western Cape,@Len 44,Channel O,10/03/2016 17:54,2026-04-10T01:36:39.000Z
866746,Efren,Hoadley,male,black,Mpumalanga,@Efren 13,Channel O,08/03/2016 23:12,2026-04-10T00:02:36.000Z
866781,Robby,Leicht,male,white,Gauteng,@Robby 16,ICC Cricket World Cup 2011,23/03/2016 09:30,2026-04-10T00:17:06.000Z
866785,Chas,Shkreli,male,indian_asian,Limpopo,@Chas 35,ICC Cricket World Cup 2011,08/03/2016 9:33,2026-04-10T00:07:18.000Z
866798,Samuel,Hier,male,coloured,Kwazulu Natal,@Samuel 26,ICC Cricket World Cup 2011,03/03/2016 9:23,2026-04-10T00:01:40.000Z
866809,Chas,Hier,male,black,Gauteng,@Chas 35,Channel O,10/03/2016 19:07,2026-04-10T00:05:00.000Z
866828,Garry,Mccollum,male,coloured,Mpumalanga,@Garry 28,E! Entertainment,11/01/2016 16:28,2026-04-10T00:00:38.000Z
866836,Lane,Singer,male,indian_asian,Gauteng,@Lane 11,ICC Cricket World Cup 2011,06/03/2016 12:49,2026-04-10T00:00:44.000Z
866847,Wilton,Mccown,male,None,Gauteng,@Wilton 41,ICC Cricket World Cup 2011,25/03/2016 14:01,2026-04-10T00:03:38.000Z
866862,Cody,Gettys,male,None,Northern Cape,@Cody 12,SuperSport Blitz,09/03/2016 19:22,2026-04-10T00:01:08.000Z
866864,Haywood,Styer,male,indian_asian,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,07/03/2016 14:34,2026-04-10T00:07:10.000Z
866878,Stacy,Styer,male,white,Eastern Cape,@Stacy 27,ICC Cricket World Cup 2011,12/03/2016 15:56,2026-04-10T00:32:22.000Z
866880,Cody,Restivo,male,indian_asian,Gauteng,@Cody 12,ICC Cricket World Cup 2011,23/03/2016 08:40,2026-04-10T00:04:04.000Z
866885,Romeo,Lavoie,male,black,Gauteng,@Romeo 37,Trace TV,28/03/2016 15:05,2026-04-10T01:21:03.000Z
866891,Michel,Mcculloch,male,indian_asian,Kwazulu Natal,@Michel 20,Boomerang,09/03/2016 15:21,2026-04-10T00:00:51.000Z
866893,Robby,Slane,male,coloured,Gauteng,@Robby 16,Africa Magic,06/03/2016 18:00,2026-04-10T00:00:24.000Z
866901,Cory,Jacox,male,white,Gauteng,@Cory 10,E! Entertainment,29/03/2016 16:35,2026-04-10T00:07:52.000Z
866908,Wilton,Hoadley,male,coloured,Gauteng,@Wilton 41,Africa Magic,13/03/2016 05:08,2026-04-10T00:00:13.000Z
866912,Carter,Deblois,male,coloured,Gauteng,@Carter 3,Cartoon Network,15/03/2016 05:22,2026-04-10T00:02:42.000Z
866922,Lucas,Bilyeu,male,coloured,Western Cape,@Lucas 23,Trace TV,13/03/2016 14:28,2026-04-10T00:14:27.000Z
866941,Royal,Jacox,male,black,Kwazulu Natal,@Royal 17,Trace TV,13/03/2016 21:45,2026-04-10T00:19:06.000Z
866949,Samuel,Hoadley,male,None,Kwazulu Natal,@Samuel 26,Channel O,05/01/2016 12:52,2026-04-10T00:11:33.000Z
866983,Chas,Hoadley,male,indian_asian,Free State,@Chas 35,ICC Cricket World Cup 2011,29/03/2016 14:31,2026-04-10T00:34:12.000Z
867016,Stefan,Biggers,male,black,Kwazulu Natal,@Stefan 46,SawSee,18/03/2016 13:18,2026-04-10T00:01:28.000Z
867034,Haywood,Slane,male,None,Gauteng,@Haywood 9,CNN,06/03/2016 17:31,2026-04-10T00:01:08.000Z
867044,Haywood,Pascarella,male,white,Gauteng,@Haywood 9,ICC Cricket World Cup 2011,29/03/2016 15:04,2026-04-10T00:01:16.000Z
867055,Lloyd,Restivo,male,black,Western Cape,@Lloyd 7,Africa Magic,06/03/2016 14:56,2026-04-10T00:06:49.000Z
867058,Randy,Hoadley,male,black,Limpopo,@Randy 39,E! Entertainment,09/01/2016 21:53,2026-04-10T00:00:00.000Z
867080,Len,Pilot,male,white,Gauteng,@Len 44,Africa Magic,17/03/2016 00:29,2026-04-10T00:00:11.000Z
867086,Alecia,Roquemore,female,black,Free State,@Alecia 33,Africa Magic,12/03/2016 19:48,2026-04-10T00:14:17.000Z
867091,Trudie,Restivo,female,black,Gauteng,@Trudie 6,E! Entertainment,13/03/2016 18:38,2026-04-10T00:01:24.000Z
867105,Shane,Fudge,male,black,North West,@Shane 2,Channel O,09/03/2016 16:53,2026-04-10T00:03:39.000Z
867111,Art,Tatham,male,white,Western Cape,@Art 40,SuperSport Blitz,26/03/2016 11:10,2026-04-10T00:00:00.000Z
867137,Jared,Shkreli,male,black,Gauteng,@Jared 50,Trace TV,07/03/2016 11:50,2026-04-10T00:03:36.000Z
867138,Filiberto,Tancredi,male,black,Gauteng,@Filiberto 4,E! Entertainment,10/03/2016 7:41,2026-04-10T00:03:56.000Z
867193,Cory,Mastrangelo,male,black,Gauteng,@Cory 10,SuperSport Live Events,10/03/2016 20:12,2026-04-10T00:00:58.000Z
867197,Abel,Tancredi,male,indian_asian,Limpopo,@Abel 18,SawSee,17/03/2016 10:49,2026-04-10T00:00:31.000Z
867210,Donald,Mina,male,white,Western Cape,@Donald 22,Supersport Live Events,30/01/2016 14:53,2026-04-10T00:00:38.000Z
867215,Brendan,Pilot,male,indian_asian,Limpopo,@Brendan 45,Boomerang,26/03/2016 08:28,2026-04-10T00:00:14.000Z
867216,Dion,Holt,male,coloured,Eastern Cape,@Dion 33,ICC Cricket World Cup 2011,26/03/2016 18:39,2026-04-10T00:00:28.000Z
867230,Art,Bilyeu,male,black,Gauteng,@Art 40,Supersport Live Events,07/03/2016 19:57,2026-04-10T00:00:06.000Z
867234,Loyd,Fudge,male,coloured,Western Cape,@Loyd 49,Boomerang,12/03/2016 10:12,2026-04-10T00:05:25.000Z
867238,Earl,Langenfeld,male,None,Gauteng,@Earl 42,Cartoon Network,09/03/2016 17:28,2026-04-10T00:30:06.000Z
867252,Earl,Sytsma,male,indian_asian,Gauteng,@Earl 42,DStv Events 1,09/03/2016 17:26,2026-04-10T00:01:45.000Z
867257,Royal,Shkreli,male,black,Limpopo,@Royal 17,SawSee,12/03/2016 20:39,2026-04-10T00:00:14.000Z
867261,Carlota,Tancredi,female,black,Gauteng,@Carlota 6,Trace TV,12/03/2016 19:38,2026-04-10T00:13:09.000Z
867283,Eli,Restivo,male,indian_asian,Limpopo,@Eli 29,ICC Cricket World Cup 2011,30/03/2016 10:40,2026-04-10T00:23:48.000Z
867310,Stephen,Styer,male,coloured,Northern Cape,@Stephen 15,Channel O,15/03/2016 15:56,2026-04-10T00:02:24.000Z
867333,Earl,Zweifel,male,indian_asian,Limpopo,@Earl 42,ICC Cricket World Cup 2011,09/03/2016 14:16,2026-04-10T00:03:14.000Z
867337,None,None,None,None,None,None,ICC Cricket World Cup 2011,18/03/2016 13:58,2026-04-10T00:00:16.000Z
867338,Kip,Creager,male,black,Gauteng,@Kip 14,Africa Magic,24/03/2016 07:49,2026-04-10T00:00:02.000Z
867340,Kyle,Gettys,male,black,Gauteng,@Kyle 6,ICC Cricket World Cup 2011,15/03/2016 12:04,2026-04-10T03:31:10.000Z
867349,Wilburn,Zweifel,male,coloured,Kwazulu Natal,@Wilburn 30,Supersport Live Events,06/03/2016 15:04,2026-04-10T00:00:28.000Z
867351,Stephen,Vital,male,black,Limpopo,@Stephen 15,Boomerang,12/03/2016 13:52,2026-04-10T00:14:24.000Z
867373,Minerva,Marek,female,coloured,Western Cape,@Minerva 5,Boomerang,17/03/2016 18:10,2026-04-10T00:06:41.000Z
867375,Shane,Sytsma,male,black,North West,@Shane 2,Africa Magic,10/03/2016 15:38,2026-04-10T00:00:29.000Z
867378,Earl,Deblois,male,white,Mpumalanga,@Earl 42,SuperSport Blitz,21/03/2016 06:50,2026-04-10T00:02:48.000Z
